x     rho     p     u
0.7633 0.265575 0.30313 0.927455
0.7634 0.265576 0.303132 0.927458
0.7635 0.265576 0.303131 0.927456
0.7636 0.265575 0.303131 0.927453
0.7637 0.265574 0.30313 0.927445
0.7638 0.265575 0.303131 0.927447
0.7639 0.265576 0.303133 0.92745
0.764 0.265576 0.303132 0.927447
0.7641 0.265573 0.303129 0.927437
0.7642 0.265576 0.303134 0.927448
0.7643 0.265575 0.303132 0.927445
0.7644 0.265574 0.303132 0.927446
0.7645 0.265577 0.303136 0.927457
0.7646 0.265574 0.303133 0.927446
0.7647 0.265574 0.303133 0.927446
0.7648 0.265573 0.303131 0.927442
0.7649 0.265571 0.303129 0.927437
0.765 0.265573 0.303131 0.927443
0.7651 0.265573 0.303131 0.927444
0.7652 0.265575 0.303134 0.927454
0.7653 0.265574 0.303132 0.927451
0.7654 0.265573 0.303131 0.927449
0.7655 0.265574 0.303132 0.927452
0.7656 0.265574 0.303133 0.927457
0.7657 0.265574 0.303131 0.927455
0.7658 0.265573 0.30313 0.927451
0.7659 0.265572 0.303128 0.927447
0.766 0.265573 0.30313 0.927454
0.7661 0.265573 0.303129 0.927455
0.7662 0.265574 0.303132 0.927464
0.7663 0.265573 0.303129 0.927457
0.7664 0.265573 0.303129 0.927459
0.7665 0.265572 0.303129 0.927458
0.7666 0.265572 0.303128 0.927457
0.7667 0.265572 0.303129 0.927459
0.7668 0.26557 0.303126 0.927451
0.7669 0.265569 0.303125 0.927446
0.767 0.265571 0.303127 0.927453
0.7671 0.265571 0.303126 0.92745
0.7672 0.265572 0.303128 0.927452
0.7673 0.265573 0.30313 0.927455
0.7674 0.265575 0.303132 0.927458
0.7675 0.265575 0.303132 0.927458
0.7676 0.265575 0.303131 0.927452
0.7677 0.265574 0.30313 0.927447
0.7678 0.265575 0.303132 0.927449
0.7679 0.265576 0.303133 0.927453
0.768 0.265578 0.303136 0.927462
0.7681 0.265576 0.303132 0.927451
0.7682 0.265577 0.303133 0.927452
0.7683 0.265576 0.303131 0.927445
0.7684 0.265576 0.303131 0.927445
0.7685 0.265578 0.303135 0.927456
0.7686 0.265577 0.303133 0.927451
0.7687 0.265576 0.303132 0.927446
0.7688 0.265575 0.30313 0.927442
0.7689 0.265576 0.303131 0.927445
0.769 0.265576 0.303131 0.927445
0.7691 0.265576 0.303131 0.927444
0.7692 0.265575 0.303131 0.927444
0.7693 0.265576 0.303132 0.927447
0.7694 0.265575 0.30313 0.92744
0.7695 0.265575 0.303131 0.927442
0.7696 0.265576 0.303132 0.927445
0.7697 0.265576 0.303133 0.927446
0.7698 0.265576 0.303133 0.927447
0.7699 0.265576 0.303134 0.927448
0.77 0.265575 0.303132 0.927443
0.7701 0.265574 0.303131 0.927438
0.7702 0.265576 0.303135 0.927451
0.7703 0.265575 0.303134 0.927449
0.7704 0.265574 0.303132 0.927444
0.7705 0.265575 0.303135 0.927454
0.7706 0.265573 0.303132 0.927447
0.7707 0.265572 0.30313 0.927445
0.7708 0.265572 0.30313 0.927449
0.7709 0.265572 0.30313 0.927452
0.771 0.26557 0.303127 0.927444
0.7711 0.265573 0.30313 0.927456
0.7712 0.265572 0.303129 0.927455
0.7713 0.265572 0.303129 0.927457
0.7714 0.265574 0.303132 0.927464
0.7715 0.265574 0.303131 0.927462
0.7716 0.265574 0.303131 0.927464
0.7717 0.265573 0.303129 0.927456
0.7718 0.265574 0.30313 0.927461
0.7719 0.265574 0.303132 0.927465
0.772 0.265573 0.303129 0.927457
0.7721 0.265572 0.303129 0.927455
0.7722 0.265572 0.303128 0.927455
0.7723 0.265571 0.303127 0.927452
0.7724 0.26557 0.303126 0.927448
0.7725 0.265572 0.303128 0.927455
0.7726 0.26557 0.303126 0.92745
0.7727 0.26557 0.303126 0.927454
0.7728 0.265572 0.303129 0.927463
0.7729 0.265573 0.30313 0.927467
0.773 0.265573 0.30313 0.927468
0.7731 0.265573 0.30313 0.927467
0.7732 0.265573 0.303129 0.927465
0.7733 0.265574 0.30313 0.927467
0.7734 0.265574 0.30313 0.927463
0.7735 0.265574 0.303129 0.927461
0.7736 0.265573 0.303128 0.927455
0.7737 0.265573 0.303127 0.927449
0.7738 0.265575 0.30313 0.927456
0.7739 0.265576 0.303132 0.927459
0.774 0.265578 0.303134 0.92746
0.7741 0.265577 0.303133 0.927457
0.7742 0.265577 0.303132 0.927453
0.7743 0.265577 0.303133 0.927455
0.7744 0.265575 0.30313 0.927444
0.7745 0.265577 0.303133 0.927455
0.7746 0.265577 0.303133 0.927455
0.7747 0.265575 0.303129 0.927446
0.7748 0.265575 0.303129 0.927446
0.7749 0.265575 0.303129 0.927449
0.775 0.265574 0.303128 0.927446
0.7751 0.265574 0.303128 0.927448
0.7752 0.265574 0.303129 0.92745
0.7753 0.265574 0.303129 0.927449
0.7754 0.265574 0.303128 0.927448
0.7755 0.265572 0.303126 0.927441
0.7756 0.265572 0.303126 0.927442
0.7757 0.265573 0.303128 0.927447
0.7758 0.265573 0.303129 0.927451
0.7759 0.265574 0.303131 0.927459
0.776 0.265572 0.303129 0.927455
0.7761 0.265572 0.303128 0.927455
0.7762 0.265572 0.303129 0.927457
0.7763 0.26557 0.303127 0.927456
0.7764 0.265571 0.303128 0.927462
0.7765 0.265572 0.303131 0.927471
0.7766 0.265568 0.303125 0.927454
0.7767 0.265568 0.303124 0.927453
0.7768 0.265571 0.303128 0.927465
0.7769 0.26557 0.303127 0.927463
0.777 0.265569 0.303126 0.927457
0.7771 0.265573 0.303131 0.927472
0.7772 0.265571 0.303128 0.927463
0.7773 0.265571 0.303127 0.927456
0.7774 0.265573 0.30313 0.927463
0.7775 0.265571 0.303128 0.927455
0.7776 0.265572 0.303129 0.927457
0.7777 0.265573 0.30313 0.927458
0.7778 0.26557 0.303126 0.927446
0.7779 0.26557 0.303127 0.927445
0.778 0.265574 0.303132 0.927458
0.7781 0.265573 0.303131 0.927455
0.7782 0.265572 0.303129 0.927445
0.7783 0.265573 0.30313 0.927446
0.7784 0.265573 0.30313 0.927445
0.7785 0.265571 0.303128 0.927435
0.7786 0.265574 0.303132 0.927448
0.7787 0.265575 0.303134 0.927452
0.7788 0.265574 0.303131 0.927441
0.7789 0.265574 0.303131 0.927441
0.779 0.265575 0.303132 0.927444
0.7791 0.265576 0.303133 0.927445
0.7792 0.265576 0.303133 0.927445
0.7793 0.265576 0.303133 0.927445
0.7794 0.265577 0.303133 0.927447
0.7795 0.265576 0.303132 0.927445
0.7796 0.265577 0.303133 0.927446
0.7797 0.265577 0.303133 0.92745
0.7798 0.265575 0.30313 0.927441
0.7799 0.265577 0.303132 0.927452
0.78 0.265577 0.303133 0.927455
0.7801 0.265576 0.303131 0.92745
0.7802 0.265575 0.303129 0.927448
0.7803 0.265577 0.303133 0.927464
0.7804 0.265576 0.303131 0.92746
0.7805 0.265574 0.303129 0.927456
0.7806 0.265575 0.30313 0.927461
0.7807 0.265574 0.303128 0.927455
0.7808 0.265574 0.303129 0.927457
0.7809 0.265574 0.303129 0.92746
0.781 0.265573 0.303126 0.927452
0.7811 0.265573 0.303128 0.927457
0.7812 0.265573 0.303127 0.927455
0.7813 0.265573 0.303128 0.927457
0.7814 0.265573 0.303128 0.927457
0.7815 0.265571 0.303126 0.927449
0.7816 0.265572 0.303128 0.927454
0.7817 0.265572 0.303129 0.927455
0.7818 0.265573 0.303131 0.927459
0.7819 0.265572 0.303129 0.927452
0.782 0.265574 0.303132 0.927456
0.7821 0.265573 0.303132 0.927456
0.7822 0.265572 0.30313 0.927445
0.7823 0.265574 0.303133 0.927452
0.7824 0.265573 0.303132 0.927449
0.7825 0.265574 0.303133 0.927451
0.7826 0.265576 0.303137 0.927463
0.7827 0.265575 0.303135 0.927458
0.7828 0.265574 0.303133 0.92745
0.7829 0.265575 0.303133 0.927451
0.783 0.265576 0.303135 0.927456
0.7831 0.265573 0.30313 0.927441
0.7832 0.265573 0.30313 0.927441
0.7833 0.265574 0.303131 0.927445
0.7834 0.265572 0.303129 0.927436
0.7835 0.265575 0.303133 0.927447
0.7836 0.265575 0.303133 0.927447
0.7837 0.265574 0.303131 0.927442
0.7838 0.265573 0.303131 0.92744
0.7839 0.265574 0.303132 0.927443
0.784 0.265574 0.303133 0.927446
0.7841 0.265574 0.303131 0.927443
0.7842 0.265573 0.303131 0.927442
0.7843 0.265574 0.303132 0.927446
0.7844 0.265575 0.303134 0.92745
0.7845 0.265573 0.303131 0.927442
0.7846 0.265574 0.303132 0.927446
0.7847 0.265575 0.303133 0.92745
0.7848 0.265574 0.303131 0.927444
0.7849 0.265575 0.303132 0.927449
0.785 0.265576 0.303132 0.927451
0.7851 0.265577 0.303133 0.927454
0.7852 0.265576 0.303132 0.927452
0.7853 0.265576 0.303131 0.927453
0.7854 0.265576 0.303131 0.927453
0.7855 0.265576 0.303131 0.927458
0.7856 0.265576 0.30313 0.927456
0.7857 0.265574 0.303128 0.927452
0.7858 0.265575 0.303129 0.927458
0.7859 0.265576 0.303131 0.927462
0.786 0.265575 0.30313 0.92746
0.7861 0.265574 0.303128 0.927456
0.7862 0.265574 0.303128 0.927455
0.7863 0.265576 0.303132 0.927467
0.7864 0.265575 0.303131 0.927462
0.7865 0.265574 0.303129 0.927457
0.7866 0.265574 0.303128 0.927454
0.7867 0.265573 0.303128 0.927452
0.7868 0.265575 0.30313 0.927459
0.7869 0.265574 0.303129 0.927455
0.787 0.265575 0.30313 0.927459
0.7871 0.265573 0.303128 0.927454
0.7872 0.265571 0.303125 0.927445
0.7873 0.265573 0.303128 0.927456
0.7874 0.265572 0.303128 0.927455
0.7875 0.265573 0.30313 0.927462
0.7876 0.265572 0.30313 0.927462
0.7877 0.26557 0.303127 0.927453
0.7878 0.265571 0.303129 0.92746
0.7879 0.265571 0.303129 0.927458
0.788 0.265571 0.30313 0.927458
0.7881 0.265572 0.303131 0.92746
0.7882 0.265572 0.30313 0.927457
0.7883 0.265571 0.303129 0.92745
0.7884 0.265572 0.30313 0.92745
0.7885 0.265572 0.30313 0.927449
0.7886 0.265572 0.30313 0.927446
0.7887 0.265574 0.303131 0.927452
0.7888 0.265574 0.303132 0.927452
0.7889 0.265573 0.30313 0.927449
0.789 0.265574 0.303131 0.92745
0.7891 0.265573 0.30313 0.927447
0.7892 0.265574 0.30313 0.92745
0.7893 0.265573 0.30313 0.927449
0.7894 0.265572 0.303128 0.927444
0.7895 0.265573 0.30313 0.927448
0.7896 0.265573 0.30313 0.927451
0.7897 0.265573 0.30313 0.927451
0.7898 0.265572 0.303128 0.927445
0.7899 0.265572 0.30313 0.92745
0.79 0.265572 0.303129 0.927448
0.7901 0.265574 0.303132 0.927459
0.7902 0.265575 0.303134 0.927468
0.7903 0.265572 0.303129 0.927457
0.7904 0.265572 0.303128 0.927457
0.7905 0.26557 0.303126 0.927452
0.7906 0.26557 0.303125 0.927452
0.7907 0.265572 0.303127 0.927456
0.7908 0.265571 0.303125 0.927454
0.7909 0.265574 0.303129 0.927469
0.791 0.265573 0.303126 0.927461
0.7911 0.265572 0.303125 0.927457
0.7912 0.265574 0.303128 0.927466
0.7913 0.265575 0.303128 0.927467
0.7914 0.265576 0.30313 0.927471
0.7915 0.265574 0.303128 0.927462
0.7916 0.265574 0.303127 0.92746
0.7917 0.265573 0.303127 0.927456
0.7918 0.265575 0.30313 0.927463
0.7919 0.265575 0.30313 0.92746
0.792 0.265576 0.303132 0.927464
0.7921 0.265576 0.303132 0.927465
0.7922 0.265575 0.30313 0.927454
0.7923 0.265574 0.303128 0.927448
0.7924 0.265576 0.303132 0.927456
0.7925 0.265576 0.303132 0.927454
0.7926 0.265575 0.30313 0.927445
0.7927 0.265576 0.303132 0.927449
0.7928 0.265576 0.303132 0.927448
0.7929 0.265576 0.303132 0.927446
0.793 0.265577 0.303134 0.927448
0.7931 0.265577 0.303133 0.927446
0.7932 0.265574 0.303131 0.927438
0.7933 0.265575 0.303132 0.927442
0.7934 0.265577 0.303135 0.92745
0.7935 0.265573 0.303131 0.927436
0.7936 0.265571 0.303128 0.927428
0.7937 0.265574 0.303134 0.927443
0.7938 0.265575 0.303136 0.927451
0.7939 0.265574 0.303134 0.927446
0.794 0.265574 0.303134 0.927449
0.7941 0.265574 0.303134 0.92745
0.7942 0.265572 0.303131 0.927447
0.7943 0.265573 0.303131 0.927449
0.7944 0.265573 0.303131 0.927451
0.7945 0.265573 0.303131 0.927452
0.7946 0.265573 0.303131 0.927454
0.7947 0.265574 0.303132 0.92746
0.7948 0.265574 0.303132 0.927464
0.7949 0.265573 0.30313 0.927459
0.795 0.265572 0.303128 0.927454
0.7951 0.265573 0.30313 0.927465
0.7952 0.265571 0.303127 0.927455
0.7953 0.265571 0.303127 0.927455
0.7954 0.265571 0.303127 0.927455
0.7955 0.265571 0.303127 0.927456
0.7956 0.265571 0.303128 0.927458
0.7957 0.26557 0.303127 0.927455
0.7958 0.265571 0.303128 0.927455
0.7959 0.265572 0.30313 0.927463
0.796 0.265573 0.303131 0.927463
0.7961 0.265572 0.303128 0.927454
0.7962 0.265573 0.303131 0.927459
0.7963 0.265574 0.303131 0.927458
0.7964 0.265573 0.30313 0.927451
0.7965 0.265574 0.303131 0.927449
0.7966 0.265572 0.303127 0.927438
0.7967 0.265575 0.303131 0.92745
0.7968 0.265576 0.303132 0.927454
0.7969 0.265575 0.30313 0.927446
0.797 0.265575 0.30313 0.927448
0.7971 0.265574 0.303129 0.927443
0.7972 0.265575 0.30313 0.927448
0.7973 0.265575 0.303131 0.927447
0.7974 0.265574 0.303128 0.927441
0.7975 0.265577 0.303134 0.927455
0.7976 0.265576 0.303132 0.927447
0.7977 0.265574 0.30313 0.927439
0.7978 0.265575 0.303131 0.927442
0.7979 0.265576 0.303132 0.927443
0.798 0.265576 0.303133 0.927444
0.7981 0.265576 0.303132 0.92744
0.7982 0.265577 0.303134 0.927446
0.7983 0.265576 0.303132 0.92744
0.7984 0.265576 0.303131 0.927438
0.7985 0.265577 0.303131 0.927441
0.7986 0.265577 0.303132 0.927445
0.7987 0.265576 0.303131 0.927443
0.7988 0.265579 0.303135 0.927456
0.7989 0.265577 0.303133 0.927449
0.799 0.265576 0.303131 0.927445
0.7991 0.265577 0.303135 0.927456
0.7992 0.265576 0.303133 0.927452
0.7993 0.265574 0.303132 0.92745
0.7994 0.265573 0.303131 0.927446
0.7995 0.265572 0.303131 0.927448
0.7996 0.265572 0.30313 0.927447
0.7997 0.265573 0.303133 0.927454
0.7998 0.265574 0.303134 0.92746
0.7999 0.265571 0.30313 0.927448
0.8 0.265573 0.303132 0.927454
0.8001 0.265573 0.303131 0.927455
0.8002 0.265572 0.303129 0.927451
0.8003 0.265574 0.303131 0.927459
0.8004 0.265573 0.30313 0.927459
0.8005 0.265574 0.30313 0.927462
0.8006 0.265572 0.303127 0.927455
0.8007 0.265572 0.303128 0.927458
0.8008 0.265572 0.303128 0.927462
0.8009 0.265571 0.303127 0.92746
0.801 0.26557 0.303125 0.927457
0.8011 0.265571 0.303126 0.927459
0.8012 0.265571 0.303126 0.927462
0.8013 0.26557 0.303127 0.927461
0.8014 0.265571 0.303128 0.927464
0.8015 0.26557 0.303127 0.927462
0.8016 0.265569 0.303125 0.927455
0.8017 0.265573 0.303131 0.92747
0.8018 0.265571 0.303129 0.927461
0.8019 0.26557 0.303126 0.927451
0.802 0.265572 0.30313 0.927461
0.8021 0.265571 0.303128 0.927454
0.8022 0.265572 0.303128 0.927455
0.8023 0.265574 0.30313 0.927457
0.8024 0.265573 0.303128 0.927448
0.8025 0.265575 0.30313 0.927454
0.8026 0.265577 0.303132 0.927458
0.8027 0.265577 0.303133 0.927456
0.8028 0.265577 0.303132 0.92745
0.8029 0.265577 0.303133 0.927451
0.803 0.265576 0.303132 0.927448
0.8031 0.265578 0.303134 0.927457
0.8032 0.265577 0.303133 0.927452
0.8033 0.265575 0.303131 0.927446
0.8034 0.265578 0.303135 0.927459
0.8035 0.265576 0.303133 0.927451
0.8036 0.265574 0.303131 0.927446
0.8037 0.265577 0.303135 0.927459
0.8038 0.265576 0.303134 0.927455
0.8039 0.265574 0.30313 0.927447
0.804 0.265575 0.303131 0.92745
0.8041 0.265573 0.303128 0.927443
0.8042 0.265574 0.303128 0.927449
0.8043 0.265573 0.303128 0.927447
0.8044 0.265573 0.303127 0.927448
0.8045 0.265575 0.30313 0.92746
0.8046 0.265575 0.30313 0.92746
0.8047 0.265574 0.30313 0.927463
0.8048 0.265572 0.303127 0.927457
0.8049 0.265569 0.303124 0.927453
0.805 0.265571 0.303127 0.927464
0.8051 0.26557 0.303127 0.927464
0.8052 0.26557 0.303128 0.927468
0.8053 0.26557 0.303128 0.927466
0.8054 0.26557 0.303128 0.927465
0.8055 0.26557 0.303129 0.927465
0.8056 0.265571 0.30313 0.927465
0.8057 0.265573 0.303131 0.927469
0.8058 0.265572 0.30313 0.92746
0.8059 0.265572 0.303129 0.927453
0.806 0.265573 0.303129 0.927454
0.8061 0.265573 0.303128 0.92745
0.8062 0.265572 0.303126 0.927442
0.8063 0.265573 0.303128 0.927444
0.8064 0.265575 0.303132 0.927448
0.8065 0.265575 0.303132 0.927446
0.8066 0.265575 0.303132 0.927445
0.8067 0.265575 0.303132 0.927444
0.8068 0.265575 0.303133 0.927445
0.8069 0.265575 0.303133 0.927448
0.807 0.265575 0.303132 0.927445
0.8071 0.265573 0.303129 0.927438
0.8072 0.265574 0.303131 0.927445
0.8073 0.265574 0.303132 0.927448
0.8074 0.265573 0.303131 0.927446
0.8075 0.265574 0.303132 0.927448
0.8076 0.265577 0.303135 0.927457
0.8077 0.265575 0.303132 0.927448
0.8078 0.265575 0.303131 0.927444
0.8079 0.265576 0.303132 0.927446
0.808 0.265578 0.303134 0.92745
0.8081 0.265577 0.303131 0.927441
0.8082 0.265577 0.30313 0.927439
0.8083 0.265578 0.303132 0.927445
0.8084 0.265579 0.303132 0.927446
0.8085 0.265577 0.303129 0.927437
0.8086 0.265578 0.303131 0.927441
0.8087 0.265577 0.303131 0.927441
0.8088 0.265579 0.303134 0.92745
0.8089 0.265576 0.303132 0.927443
0.809 0.265575 0.303131 0.927442
0.8091 0.265576 0.303133 0.927453
0.8092 0.265576 0.303134 0.927461
0.8093 0.265575 0.303134 0.927461
0.8094 0.26557 0.303128 0.927449
0.8095 0.26557 0.303127 0.927452
0.8096 0.265571 0.303128 0.927454
0.8097 0.265569 0.303126 0.927449
0.8098 0.265571 0.303129 0.927459
0.8099 0.265572 0.303129 0.927458
0.81 0.265572 0.303129 0.927456
0.8101 0.265575 0.303132 0.927462
0.8102 0.265572 0.303128 0.92745
0.8103 0.265573 0.30313 0.927455
0.8104 0.265574 0.303132 0.927459
0.8105 0.265574 0.303132 0.927459
0.8106 0.265573 0.30313 0.927457
0.8107 0.265573 0.30313 0.927459
0.8108 0.265571 0.303129 0.927457
0.8109 0.26557 0.303128 0.927455
0.811 0.265569 0.303128 0.927455
0.8111 0.265569 0.303128 0.927454
0.8112 0.265572 0.303131 0.927463
0.8113 0.265571 0.30313 0.927457
0.8114 0.265571 0.30313 0.927455
0.8115 0.26557 0.303128 0.927446
0.8116 0.265571 0.303128 0.927446
0.8117 0.265572 0.30313 0.927453
0.8118 0.265573 0.30313 0.927453
0.8119 0.265574 0.303131 0.927457
0.812 0.265573 0.303129 0.927454
0.8121 0.265573 0.303128 0.927453
0.8122 0.265575 0.303131 0.927459
0.8123 0.265576 0.303131 0.92746
0.8124 0.265575 0.30313 0.927454
0.8125 0.265576 0.30313 0.927455
0.8126 0.265576 0.303129 0.92745
0.8127 0.265576 0.30313 0.927448
0.8128 0.265577 0.303132 0.927454
0.8129 0.265577 0.303132 0.927454
0.813 0.265576 0.30313 0.927447
0.8131 0.265576 0.303131 0.927452
0.8132 0.265576 0.303131 0.927451
0.8133 0.265574 0.303129 0.927448
0.8134 0.265575 0.303131 0.927454
0.8135 0.265575 0.303131 0.927455
0.8136 0.265575 0.303131 0.927455
0.8137 0.265575 0.303131 0.927453
0.8138 0.265576 0.303131 0.927454
0.8139 0.265576 0.303131 0.927453
0.814 0.265574 0.303128 0.927446
0.8141 0.265574 0.303128 0.927447
0.8142 0.265575 0.303128 0.927451
0.8143 0.265573 0.303127 0.927449
0.8144 0.265575 0.30313 0.927459
0.8145 0.265575 0.30313 0.927459
0.8146 0.265573 0.303128 0.927454
0.8147 0.265572 0.303128 0.927454
0.8148 0.265572 0.303129 0.92746
0.8149 0.26557 0.303129 0.927462
0.815 0.265569 0.303128 0.927462
0.8151 0.265568 0.303128 0.927466
0.8152 0.265567 0.303127 0.927461
0.8153 0.265568 0.303128 0.927466
0.8154 0.265568 0.303127 0.927464
0.8155 0.265567 0.303126 0.927458
0.8156 0.265567 0.303124 0.927452
0.8157 0.26557 0.303127 0.927459
0.8158 0.265571 0.303127 0.927458
0.8159 0.265573 0.303128 0.927461
0.816 0.265576 0.303132 0.927469
0.8161 0.265576 0.303132 0.927465
0.8162 0.265575 0.303131 0.927453
0.8163 0.265574 0.30313 0.927449
0.8164 0.265574 0.303131 0.927445
0.8165 0.265574 0.303132 0.927448
0.8166 0.265574 0.303133 0.927451
0.8167 0.265574 0.303133 0.927448
0.8168 0.265575 0.303135 0.927451
0.8169 0.265574 0.303134 0.927444
0.817 0.265573 0.303133 0.927442
0.8171 0.265575 0.303135 0.927447
0.8172 0.265572 0.30313 0.927433
0.8173 0.265574 0.303132 0.927442
0.8174 0.265577 0.303137 0.927456
0.8175 0.265575 0.303132 0.927444
0.8176 0.265574 0.303129 0.927439
0.8177 0.265575 0.303132 0.927446
0.8178 0.265575 0.30313 0.927442
0.8179 0.265576 0.303131 0.927447
0.818 0.265578 0.303134 0.927455
0.8181 0.265578 0.303132 0.927452
0.8182 0.265577 0.303131 0.927448
0.8183 0.265577 0.30313 0.927447
0.8184 0.265576 0.303129 0.927444
0.8185 0.265578 0.303132 0.927453
0.8186 0.265577 0.303131 0.927454
0.8187 0.265576 0.303129 0.927449
0.8188 0.265576 0.30313 0.927455
0.8189 0.265575 0.303129 0.927452
0.819 0.265575 0.303129 0.927455
0.8191 0.265576 0.303133 0.927466
0.8192 0.265574 0.303129 0.927457
0.8193 0.265573 0.303128 0.927455
0.8194 0.265573 0.303129 0.927458
0.8195 0.265572 0.303128 0.927457
0.8196 0.265572 0.303127 0.927454
0.8197 0.265573 0.303129 0.927466
0.8198 0.265573 0.303129 0.927464
0.8199 0.265573 0.303127 0.927459
0.82 0.265574 0.303128 0.927456
0.8201 0.265575 0.303129 0.927453
0.8202 0.265575 0.30313 0.927452
0.8203 0.265576 0.303132 0.927454
0.8204 0.265575 0.303131 0.927446
0.8205 0.265574 0.303131 0.927451
0.8206 0.265573 0.303132 0.927456
0.8207 0.265569 0.303126 0.927442
0.8208 0.26557 0.30313 0.927454
0.8209 0.265571 0.303133 0.927458
0.821 0.26557 0.303132 0.927453
0.8211 0.26557 0.303133 0.927453
0.8212 0.265569 0.30313 0.92744
0.8213 0.26557 0.30313 0.927444
0.8214 0.265572 0.303133 0.92745
0.8215 0.265574 0.303133 0.92745
0.8216 0.265575 0.303132 0.92745
0.8217 0.265574 0.303131 0.927445
0.8218 0.265575 0.30313 0.927443
0.8219 0.265577 0.303133 0.927454
0.822 0.265576 0.303131 0.927449
0.8221 0.265576 0.303131 0.927449
0.8222 0.265575 0.303132 0.927453
0.8223 0.265576 0.303133 0.927457
0.8224 0.265575 0.303134 0.927459
0.8225 0.265573 0.303132 0.927455
0.8226 0.265571 0.303131 0.927449
0.8227 0.265572 0.303132 0.927452
0.8228 0.265572 0.303133 0.927453
0.8229 0.265572 0.303131 0.927449
0.823 0.265574 0.303132 0.927453
0.8231 0.265574 0.303133 0.927456
0.8232 0.265573 0.303131 0.927451
0.8233 0.265576 0.303134 0.927463
0.8234 0.265575 0.303131 0.927454
0.8235 0.265574 0.303127 0.927443
0.8236 0.265574 0.303127 0.927444
0.8237 0.265576 0.30313 0.927451
0.8238 0.265576 0.30313 0.927449
0.8239 0.265576 0.30313 0.927449
0.824 0.265576 0.303129 0.927448
0.8241 0.265574 0.303127 0.927441
0.8242 0.265575 0.303129 0.927444
0.8243 0.265576 0.30313 0.92745
0.8244 0.265576 0.303131 0.927454
0.8245 0.265575 0.303129 0.927454
0.8246 0.265576 0.303131 0.927464
0.8247 0.265574 0.303128 0.927458
0.8248 0.265572 0.303126 0.927457
0.8249 0.265573 0.303127 0.927467
0.825 0.265573 0.303129 0.927472
0.8251 0.26557 0.303125 0.927464
0.8252 0.26557 0.303124 0.927462
0.8253 0.265569 0.303125 0.927462
0.8254 0.265568 0.303122 0.927453
0.8255 0.265571 0.303126 0.927464
0.8256 0.265572 0.303128 0.927462
0.8257 0.265572 0.303126 0.927453
0.8258 0.265575 0.303131 0.927463
0.8259 0.265574 0.303128 0.927453
0.826 0.265572 0.303125 0.927448
0.8261 0.265573 0.303127 0.92746
0.8262 0.265573 0.303129 0.927467
0.8263 0.265572 0.303128 0.927464
0.8264 0.265571 0.303127 0.927457
0.8265 0.265573 0.303132 0.927465
0.8266 0.265572 0.303132 0.927461
0.8267 0.265571 0.303133 0.927451
0.8268 0.26557 0.303132 0.927451
0.8269 0.26557 0.303133 0.927451
0.827 0.265572 0.303134 0.927452
0.8271 0.265573 0.303134 0.927452
0.8272 0.265573 0.303133 0.927447
0.8273 0.265574 0.303132 0.927437
0.8274 0.265576 0.303132 0.92744
0.8275 0.265576 0.303131 0.927435
0.8276 0.265577 0.303131 0.927438
0.8277 0.265578 0.303132 0.927442
0.8278 0.265579 0.303133 0.927444
0.8279 0.26558 0.303134 0.927451
0.828 0.265577 0.303131 0.927449
0.8281 0.265574 0.30313 0.927447
0.8282 0.265572 0.303129 0.927447
0.8283 0.265569 0.303125 0.927439
0.8284 0.26557 0.303128 0.927453
0.8285 0.265571 0.303132 0.927461
0.8286 0.265568 0.303127 0.927448
0.8287 0.265568 0.303127 0.927445
0.8288 0.26557 0.303128 0.927454
0.8289 0.26557 0.303127 0.927454
0.829 0.265571 0.303127 0.927456
0.8291 0.265573 0.303129 0.927461
0.8292 0.265574 0.303129 0.927464
0.8293 0.265575 0.303129 0.927465
0.8294 0.265574 0.303127 0.92746
0.8295 0.265575 0.303127 0.927464
0.8296 0.265575 0.303128 0.927467
0.8297 0.265575 0.303128 0.927464
0.8298 0.265577 0.303129 0.927461
0.8299 0.265577 0.303129 0.927455
0.83 0.265576 0.303128 0.92745
0.8301 0.265577 0.303131 0.927457
0.8302 0.265577 0.303131 0.927458
0.8303 0.265574 0.303128 0.927454
0.8304 0.265574 0.303129 0.927453
0.8305 0.265574 0.30313 0.927454
0.8306 0.265572 0.30313 0.927445
0.8307 0.265572 0.303131 0.927444
0.8308 0.265571 0.303131 0.927444
0.8309 0.265571 0.30313 0.92744
0.831 0.265573 0.303133 0.927449
0.8311 0.265574 0.303132 0.927447
0.8312 0.265575 0.303133 0.927448
0.8313 0.265577 0.303134 0.927446
0.8314 0.265578 0.303133 0.927446
0.8315 0.26558 0.303135 0.927449
0.8316 0.26558 0.303135 0.927453
0.8317 0.265579 0.303133 0.927453
0.8318 0.265578 0.303132 0.92745
0.8319 0.265577 0.303131 0.927442
0.832 0.265577 0.303133 0.927447
0.8321 0.265575 0.303133 0.927446
0.8322 0.265573 0.303132 0.927446
0.8323 0.265571 0.303132 0.927448
0.8324 0.265569 0.303132 0.927447
0.8325 0.26557 0.303136 0.927456
0.8326 0.265569 0.303133 0.927448
0.8327 0.265567 0.30313 0.92744
0.8328 0.265568 0.30313 0.927445
0.8329 0.265571 0.303132 0.927454
0.833 0.265572 0.303129 0.927448
0.8331 0.265575 0.303131 0.927451
0.8332 0.265577 0.30313 0.92745
0.8333 0.265578 0.30313 0.92745
0.8334 0.26558 0.303132 0.92746
0.8335 0.265579 0.303131 0.927461
